elapsed_time,feedback_sound_level,norm_roi_activation,roi_activation,meditation_quality_count,current_sample_len
1.0134007080923766,0.27199834676156887,0.0025300561185409355,0.3073336016986957,3.0,12.0
1.0856952080503106,0.20743750011808143,0.002024628789566376,0.24277275505520826,3.0,42.0
1.1837416660273448,0.201666803046417,0.0019794517486988847,0.23700205798354382,3.0,51.0
1.2317976250778884,0.20078187502365918,0.001972523915032962,0.23611712996078602,3.0,24.0
1.311650500050746,0.1800432946490237,0.0018101678458296224,0.21537854958615052,3.0,42.0
1.3815226660808548,0.16653630525466712,0.0017044257137634842,0.20187156019179395,3.0,36.0
1.434872875106521,0.16051467486591986,0.0016572841919017419,0.1958499298030467,3.0,27.0
1.4899225410772488,0.14812161668282836,0.0015602626901563325,0.1834568716199552,3.0,27.0
1.5424720000009984,0.14150486207469015,0.001508462120895849,0.17684011701181698,3.0,30.0
1.6295501660788432,0.13779890292047764,0.001479449288289333,0.17313415785760447,2.0,45.0
1.7058465830050409,0.11368732624456318,0.0012906870518835927,0.14902258118169,2.0,30.0
1.7884641661075875,0.10713987116415322,0.0012394290076521309,0.14247512610128005,2.0,51.0
1.8526474580867216,0.1019913337378433,0.0011991226663509535,0.13732658867497013,2.0,30.0
1.90118591603823,0.08786999948012926,0.0010885710142816056,0.12320525441725609,2.0,27.0
1.9910117500694469,0.07943260827969295,0.0010225172321572946,0.11476786321681978,2.0,45.0
2.029578541056253,0.07497352737688914,0.0009876084373140203,0.11030878231401597,2.0,18.0
2.130273458082229,0.07087000282577587,0.0009554831855386872,0.1062052577629027,2.0,54.0
2.1899084580363706,0.06761501956081353,0.0009300009066808594,0.10295027449794036,2.0,15.0
2.255286166095175,0.0589055826505762,0.0008618173610293907,0.09424083758770303,2.0,39.0
2.3297153330640867,0.0465551937383923,0.0007651299040920241,0.08189044867551913,2.0,45.0
2.384682458010502,0.04126291466059072,0.0007236982529048564,0.07659816959771755,1.0,21.0
2.4355183750158176,0.0318314329657334,0.0006498620371620902,0.06716668790286023,1.0,36.0
2.4878689580364153,0.017023770574195664,0.000533937329850853,0.052359025511322495,1.0,18.0
2.5478300410322845,0.009847657036326715,0.0004777577088199824,0.045182911973453546,1.0,33.0
2.6167689580470324,0.0067728019814416104,0.00045368559920288724,0.04210805691856844,1.0,15.0
2.671153375064023,0.0,0.0004002340744278535,0.03528041722432622,0.0,39.0
2.720871000085026,0.0,0.00033476060263403607,0.026917152063589106,0.0,18.0
2.7903557911049575,0.0,0.0003045978369611148,0.023064306011707066,0.0,48.0
2.8699710411019623,0.0,0.0002961788702072625,0.021988907847949605,0.0,42.0
2.934637000085786,0.0,0.00032130835541180835,0.025198826955038757,0.0,39.0
